12        全球变化与海气相互作用21          xx所        某洋南部  GASI-02-IND-STSsum            海测330120160721135901-0800  102   路人甲                   GPS探空仪 CF-06-A
22STC083  120160721143853 073927.68S 1043315.47E  6 9587.201-9-9.99-28.012  307.032  35.401   4.422  70.201 
22STC083  120160721143854 073927.76S 1043315.31E  6 9591.001-9-9.99-28.032  306.872  35.201   4.432  70.001 
22STC083  120160721143855 073927.86S 1043315.14E  6 9594.901-9-9.99-28.062  306.702  35.001   4.442  69.801 
22STC083  120160721143856 073928.01S 1043314.98E  6 9598.901-9-9.99-28.082  306.532  34.901   4.442  69.501 
22STC083  120160721143857 073928.12S 1043314.79E  6 9602.801-9-9.99-28.112  306.362  34.701   4.452  69.101 
22STC083  120160721143858 073928.19S 1043314.54E  6 9606.801-9-9.99-28.142  306.202  34.601   4.462  68.801 
22STC083  120160721143859 073928.30S 1043314.32E  6 9610.801-9-9.99-28.172  306.032  34.501   4.462  68.401 
22STC083  120160721143900 073928.44S 1043314.07E  6 9614.701-9-9.99-28.202  305.862  34.301   4.462  68.001 
22STC083  120160721143901 073928.55S 1043313.83E  6 9618.601-9-9.99-28.222  305.702  34.201   4.472  67.601 
22STC083  120160721143902 073928.66S 1043313.61E  6 9622.301-9-9.99-28.242  305.542  34.201   4.472  67.301 
22STC083  120160721143903 073928.80S 1043313.36E  6 9625.901-9-9.99-28.272  305.392  34.201   4.482  67.001 
22STC083  120160721143904 073928.91S 1043313.14E  6 9629.501-9-9.99-28.292  305.232  34.201   4.502  66.701 
22STC083  120160721143905 073929.05S 1043312.92E  6 9633.101-9-9.99-28.312  305.082  34.101   4.522  66.501 
22STC083  120160721143906 073929.16S 1043312.76E  6 9636.701-9-9.99-28.332  304.932  34.101   4.532  66.201 
22STC083  120160721143907 073929.30S 1043312.59E  6 9640.201-9-9.99-28.362  304.782  34.101   4.552  65.901 
22STC083  120160721143908 073929.41S 1043312.43E  6 9643.601-9-9.99-28.392  304.642  34.001   4.562  65.701 
22STC083  120160721143909 073929.56S 1043312.29E  6 9647.101-9-9.99-28.422  304.492  33.901   4.572  65.401 
22STC083  120160721143910 073929.70S 1043312.07E  6 9650.501-9-9.99-28.452  304.342  33.901   4.572  65.301 
22STC083  120160721143911 073929.81S 1043311.85E  6 9654.001-9-9.99-28.482  304.202  33.801   4.572  65.101 
22STC083  120160721143912 073929.92S 1043311.63E  6 9657.601-9-9.99-28.512  304.042  33.801   4.582  65.001 
22STC083  120160721143913 073929.99S 1043311.38E  6 9661.201-9-9.99-28.552  303.892  33.701   4.582  64.901 
22STC083  120160721143914 073930.10S 1043311.13E  6 9664.901-9-9.99-28.582  303.742  33.601   4.572  64.901 
22STC083  120160721143915 073930.24S 1043310.91E  6 9668.501-9-9.99-28.612  303.592  33.501   4.572  64.901 
22STC083  120160721143916 073930.38S 1043310.72E  6 9672.101-9-9.99-28.642  303.432  33.501   4.562  64.901 
22STC083  120160721143917 073930.53S 1043310.56E  6 9675.701-9-9.99-28.672  303.282  33.401   4.552  64.901 
22STC083  120160721143918 073930.67S 1043310.37E  6 9679.201-9-9.99-28.702  303.132  33.301   4.552  65.001 
22STC083  120160721143919 073930.82S 1043310.23E  6 9682.801-9-9.99-28.722  302.982  33.201   4.532  65.101 
22STC083  120160721143920 073930.92S 1043310.09E  6 9686.301-9-9.99-28.742  302.842  33.101   4.522  65.201 
22STC083  120160721143921 073931.07S 1043309.90E  6 9689.801-9-9.99-28.752  302.692  33.001   4.502  65.301 
22STC083  120160721143922 073931.18S 1043309.68E  6 9693.301-9-9.99-28.772  302.542  32.901   4.482  65.401 
22STC083  120160721143923 073931.25S 1043309.46E  6 9696.801-9-9.99-28.792  302.402  32.901   4.472  65.601 
22STC083  120160721143924 073931.36S 1043309.24E  6 9700.301-9-9.99-28.812  302.252  32.801   4.472  65.701 
22STC083  120160721143925 073931.43S 1043308.99E  6 9703.801-9-9.99-28.832  302.102  32.701   4.452  65.901 
22STC083  120160721143926 073931.54S 1043308.75E  6 9707.301-9-9.99-28.852  301.952  32.701   4.452  66.201 
22STC083  120160721143927 073931.64S 1043308.58E  6 9710.801-9-9.99-28.872  301.812  32.601   4.442  66.401 
22STC083  120160721143928 073931.79S 1043308.39E  6 9714.301-9-9.99-28.882  301.662  32.501   4.422  66.801 
22STC083  120160721143929 073931.90S 1043308.20E  6 9717.801-9-9.99-28.902  301.512  32.501   4.432  67.101 
22STC083  120160721143930 073932.04S 1043308.06E  6 9721.301-9-9.99-28.922  301.372  32.401   4.432  67.401 
22STC083  120160721143931 073932.18S 1043307.89E  6 9724.701-9-9.99-28.942  301.222  32.301   4.432  67.701 
22STC083  120160721143932 073932.29S 1043307.70E  6 9728.201-9-9.99-28.972  301.082  32.201   4.422  68.001 
22STC083  120160721143933 073932.36S 1043307.48E  6 9731.601-9-9.99-28.992  300.932  32.101   4.442  68.101 
22STC083  120160721143934 073932.47S 1043307.26E  6 9735.001-9-9.99-29.012  300.792  31.901   4.432  68.401 
22STC083  120160721143935 073932.54S 1043307.01E  6 9738.401-9-9.99-29.032  300.652  31.801   4.432  68.501 
22STC083  120160721143936 073932.62S 1043306.80E  6 9741.801-9-9.99-29.052  300.512  31.701   4.432  68.701 
22STC083  120160721143937 073932.72S 1043306.63E  6 9745.201-9-9.99-29.072  300.362  31.601   4.432  68.901 
22STC083  120160721143938 073932.83S 1043306.44E  6 9748.701-9-9.99-29.092  300.222  31.501   4.432  69.101 
22STC083  120160721143939 073932.98S 1043306.27E  6 9752.201-9-9.99-29.112  300.072  31.501   4.442  69.301 
22STC083  120160721143940 073933.08S 1043306.11E  6 9755.801-9-9.99-29.142  299.922  31.401   4.442  69.501 
22STC083  120160721143941 073933.16S 1043305.94E  6 9759.401-9-9.99-29.162  299.772  31.301   4.452  69.601 
22STC083  120160721143942 073933.26S 1043305.75E  6 9763.201-9-9.99-29.192  299.622  31.301   4.462  69.801 
22STC083  120160721143943 073933.37S 1043305.53E  6 9767.001-9-9.99-29.212  299.462  31.201   4.452  70.001 
22STC083  120160721143944 073933.48S 1043305.34E  6 9770.801-9-9.99-29.242  299.302  31.201   4.452  70.101 
22STC083  120160721143945 073933.55S 1043305.12E  6 9774.601-9-9.99-29.272  299.142  31.201   4.442  70.301 
22STC083  120160721143946 073933.66S 1043304.90E  6 9778.401-9-9.99-29.292  298.982  31.201   4.442  70.501 
22STC083  120160721143947 073933.73S 1043304.65E  6 9782.101-9-9.99-29.322  298.832  31.201   4.442  70.701 
22STC083  120160721143948 073933.84S 1043304.46E  6 9785.801-9-9.99-29.352  298.672  31.201   4.442  71.001 
22STC083  120160721143949 073933.91S 1043304.24E  6 9789.401-9-9.99-29.382  298.522  31.201   4.432  71.301 
22STC083  120160721143950 073934.02S 1043304.08E  6 9793.001-9-9.99-29.412  298.372  31.201   4.442  71.501 
22STC083  120160721143951 073934.13S 1043303.88E  6 9796.601-9-9.99-29.442  298.222  31.101   4.432  71.701 
22STC083  120160721143952 073934.27S 1043303.72E  6 9800.201-9-9.99-29.462  298.082  31.101   4.422  72.001 
22STC083  120160721143953 073934.38S 1043303.53E  6 9803.701-9-9.99-29.482  297.932  31.001   4.422  72.101 
22STC083  120160721143954 073934.52S 1043303.39E  6 9807.201-9-9.99-29.502  297.782  30.901   4.422  72.201 
22STC083  120160721143955 073934.63S 1043303.20E  6 9810.701-9-9.99-29.532  297.642  30.901   4.412  72.301 
22STC083  120160721143956 073934.74S 1043302.98E  6 9814.201-9-9.99-29.552  297.492  30.801   4.402  72.401 
22STC083  120160721143957 073934.85S 1043302.79E  6 9817.701-9-9.99-29.572  297.352  30.801   4.382  72.601 
22STC083  120160721143958 073934.92S 1043302.57E  6 9821.201-9-9.99-29.602  297.202  30.801   4.372  72.701 
22STC083  120160721143959 073934.99S 1043302.29E  6 9824.701-9-9.99-29.632  297.062  30.801   4.382  72.701 
22STC083  120160721144000 073935.06S 1043302.10E  6 9828.201-9-9.99-29.662  296.912  30.801   4.372  72.801 
22STC083  120160721144001 073935.14S 1043301.88E  6 9831.701-9-9.99-29.692  296.772  30.801   4.362  73.001 
22STC083  120160721144002 073935.21S 1043301.69E  6 9835.301-9-9.99-29.722  296.622  30.801   4.362  73.201 
22STC083  120160721144003 073935.28S 1043301.55E  6 9838.901-9-9.99-29.752  296.472  30.701   4.362  73.401 
22STC083  120160721144004 073935.42S 1043301.41E  6 9842.501-9-9.99-29.772  296.322  30.601   4.352  73.601 
22STC083  120160721144005 073935.50S 1043301.22E  6 9846.201-9-9.99-29.802  296.172  30.601   4.362  73.801 
22STC083  120160721144006 073935.60S 1043301.05E  6 9850.001-9-9.99-29.822  296.012  30.501   4.342  74.101 
22STC083  120160721144007 073935.68S 1043300.83E  6 9853.701-9-9.99-29.842  295.862  30.301   4.332  74.301 
22STC083  120160721144008 073935.71S 1043300.62E  6 9857.301-9-9.99-29.862  295.712  30.201   4.322  74.501 
22STC083  120160721144009 073935.78S 1043300.40E  6 9860.901-9-9.99-29.882  295.562  30.201   4.312  74.601 
22STC083  120160721144010 073935.86S 1043300.18E  6 9864.501-9-9.99-29.912  295.412  30.101   4.292  74.801 
22STC083  120160721144011 073935.93S 1043300.04E  6 9868.001-9-9.99-29.932  295.272  30.001   4.272  75.001 
22STC083  120160721144012 073936.04S 1043259.85E  6 9871.501-9-9.99-29.962  295.122  29.901   4.252  75.101 
22STC083  120160721144013 073936.14S 1043259.71E  6 9875.001-9-9.99-29.982  294.982  29.801   4.232  75.301 
22STC083  120160721144014 073936.25S 1043259.54E  6 9878.501-9-9.99-30.012  294.832  29.701   4.222  75.301 
22STC083  120160721144015 073936.36S 1043259.35E  6 9882.101-9-9.99-30.042  294.692  29.701   4.192  75.501 
22STC083  120160721144016 073936.47S 1043259.16E  6 9885.601-9-9.99-30.072  294.542  29.601   4.172  75.501 
22STC083  120160721144017 073936.54S 1043258.99E  6 9889.301-9-9.99-30.092  294.392  29.601   4.152  75.601 
22STC083  120160721144018 073936.61S 1043258.78E  6 9892.901-9-9.99-30.122  294.242  29.601   4.122  75.601 
22STC083  120160721144019 073936.68S 1043258.56E  6 9896.601-9-9.99-30.152  294.092  29.501   4.092  75.601 
22STC083  120160721144020 073936.72S 1043258.34E  6 9900.301-9-9.99-30.182  293.942  29.501   4.062  75.601 
22STC083  120160721144021 073936.79S 1043258.12E  6 9904.101-9-9.99-30.212  293.782  29.501   4.042  75.701 
22STC083  120160721144022 073936.86S 1043257.92E  6 9908.001-9-9.99-30.242  293.622  29.401   4.022  75.801 
22STC083  120160721144023 073936.94S 1043257.73E  6 9911.801-9-9.99-30.272  293.462  29.301   4.002  76.001 
22STC083  120160721144024 073937.04S 1043257.54E  6 9915.601-9-9.99-30.302  293.312  29.301   3.982  76.201 
22STC083  120160721144025 073937.15S 1043257.37E  6 9919.301-9-9.99-30.332  293.162  29.201   3.952  76.401 
22STC083  120160721144026 073937.26S 1043257.18E  6 9923.001-9-9.99-30.362  293.002  29.101   3.932  76.701 
22STC083  120160721144027 073937.37S 1043257.04E  6 9926.701-9-9.99-30.392  292.852  29.101   3.902  76.901 
22STC083  120160721144028 073937.48S 1043256.88E  6 9930.401-9-9.99-30.422  292.702  29.101   3.872  77.101 
22STC083  120160721144029 073937.55S 1043256.72E  6 9934.101-9-9.99-30.452  292.552  29.101   3.842  77.301 
22STC083  120160721144030 073937.66S 1043256.58E  6 9937.701-9-9.99-30.482  292.402  29.001   3.802  77.501 
22STC083  120160721144031 073937.69S 1043256.44E  6 9941.401-9-9.99-30.502  292.252  29.001   3.772  77.601 
22STC083  120160721144032 073937.76S 1043256.25E  6 9945.101-9-9.99-30.532  292.102  28.901   3.732  77.801 
22STC083  120160721144033 073937.84S 1043256.08E  6 9948.801-9-9.99-30.552  291.952  28.801   3.702  77.901 
22STC083  120160721144034 073937.91S 1043255.86E  6 9952.601-9-9.99-30.582  291.792  28.801   3.662  78.101 
22STC083  120160721144035 073937.98S 1043255.67E  6 9956.401-9-9.99-30.602  291.642  28.701   3.622  78.201 
22STC083  120160721144036 073938.05S 1043255.45E  6 9960.201-9-9.99-30.622  291.492  28.701   3.592  78.401 
22STC083  120160721144037 073938.12S 1043255.31E  6 9964.001-9-9.99-30.642  291.332  28.601   3.562  78.401 
22STC083  120160721144038 073938.23S 1043255.15E  6 9967.901-9-9.99-30.662  291.172  28.601   3.522  78.601 
22STC083  120160721144039 073938.27S 1043255.04E  6 9971.801-9-9.99-30.692  291.012  28.601   3.492  78.801 
22STC083  120160721144040 073938.34S 1043254.87E  6 9975.601-9-9.99-30.712  290.862  28.501   3.462  79.001 
22STC083  120160721144041 073938.41S 1043254.74E  6 9979.401-9-9.99-30.742  290.702  28.501   3.432  79.201 
22STC083  120160721144042 073938.45S 1043254.60E  6 9983.301-9-9.99-30.772  290.542  28.501   3.402  79.501 
22STC083  120160721144043 073938.52S 1043254.41E  6 9987.201-9-9.99-30.812  290.382  28.501   3.382  79.801 
22STC083  120160721144044 073938.56S 1043254.24E  6 9991.201-9-9.99-30.842  290.222  28.501   3.362  80.101 
22STC083  120160721144045 073938.66S 1043254.05E  6 9995.201-9-9.99-30.882  290.062  28.501   3.342  80.501 
22STC083  120160721144046 073938.74S 1043253.89E  6 9999.101-9-9.99-30.912  289.902  28.401   3.322  80.801 
22STC083  120160721144047 073938.81S 1043253.75E  610002.901-9-9.99-30.942  289.742  28.401   3.302  81.201 
22STC083  120160721144048 073938.88S 1043253.58E  610006.701-9-9.99-30.972  289.592  28.401   3.282  81.501 
22STC083  120160721144049 073938.95S 1043253.45E  610010.401-9-9.99-31.002  289.442  28.401   3.262  81.801 
22STC083  120160721144050 073939.02S 1043253.31E  610014.001-9-9.99-31.032  289.292  28.301   3.242  82.001 
22STC083  120160721144051 073939.06S 1043253.17E  610017.701-9-9.99-31.062  289.152  28.301   3.222  82.301 
22STC083  120160721144052 073939.13S 1043253.01E  610021.301-9-9.99-31.092  289.002  28.301   3.212  82.501 
22STC083  120160721144053 073939.17S 1043252.84E  610024.901-9-9.99-31.122  288.852  28.301   3.192  82.601 
22STC083  120160721144054 073939.24S 1043252.65E  610028.601-9-9.99-31.152  288.702  28.401   3.182  82.601 
22STC083  120160721144055 073939.35S 1043252.49E  610032.301-9-9.99-31.182  288.552  28.401   3.172  82.701 
22STC083  120160721144056 073939.42S 1043252.32E  610035.901-9-9.99-31.212  288.412  28.401   3.162  82.701 
22STC083  120160721144057 073939.49S 1043252.18E  610039.601-9-9.99-31.242  288.262  28.501   3.162  82.601 
22STC083  120160721144058 073939.56S 1043252.05E  610043.201-9-9.99-31.272  288.112  28.501   3.152  82.501 
22STC083  120160721144059 073939.64S 1043251.91E  610046.801-9-9.99-31.302  287.972  28.501   3.162  82.401 
22STC083  120160721144100 073939.67S 1043251.80E  610050.401-9-9.99-31.332  287.822  28.601   3.162  82.401 
22STC083  120160721144101 073939.71S 1043251.66E  610054.101-9-9.99-31.362  287.672  28.601   3.162  82.401 
22STC083  120160721144102 073939.74S 1043251.47E  610057.801-9-9.99-31.392  287.522  28.601   3.172  82.501 
22STC083  120160721144103 073939.78S 1043251.33E  610061.601-9-9.99-31.422  287.372  28.601   3.172  82.401 
22STC083  120160721144104 073939.82S 1043251.14E  610065.401-9-9.99-31.452  287.222  28.701   3.182  82.401 
22STC083  120160721144105 073939.89S 1043251.00E  610069.201-9-9.99-31.482  287.062  28.701   3.172  82.501 
22STC083  120160721144106 073939.96S 1043250.81E  610073.001-9-9.99-31.512  286.912  28.701   3.182  82.501 
22STC083  120160721144107 073940.03S 1043250.67E  610076.801-9-9.99-31.542  286.752  28.701   3.182  82.501 
22STC083  120160721144108 073940.10S 1043250.54E  610080.701-9-9.99-31.582  286.602  28.701   3.192  82.701 
22STC083  120160721144109 073940.14S 1043250.40E  610084.501-9-9.99-31.612  286.452  28.701   3.202  82.801 
22STC083  120160721144110 073940.21S 1043250.23E  610088.301-9-9.99-31.642  286.292  28.701   3.212  83.001 
22STC083  120160721144111 073940.28S 1043250.10E  610092.201-9-9.99-31.672  286.142  28.701   3.222  83.101 
22STC083  120160721144112 073940.36S 1043249.96E  610096.101-9-9.99-31.712  285.982  28.701   3.232  83.201 
22STC083  120160721144113 073940.39S 1043249.82E  610100.001-9-9.99-31.742  285.822  28.601   3.242  83.401 
22STC083  120160721144114 073940.50S 1043249.63E  610104.001-9-9.99-31.772  285.662  28.601   3.242  83.401 
22STC083  120160721144115 073940.57S 1043249.49E  610108.001-9-9.99-31.812  285.502  28.601   3.242  83.401 
22STC083  120160721144116 073940.64S 1043249.30E  610112.001-9-9.99-31.842  285.342  28.601   3.242  83.401 
22STC083  120160721144117 073940.72S 1043249.13E  610116.001-9-9.99-31.872  285.182  28.601   3.242  83.301 
22STC083  120160721144118 073940.75S 1043249.00E  610120.001-9-9.99-31.902  285.022  28.601   3.242  83.301 
22STC083  120160721144119 073940.82S 1043248.80E  610124.001-9-9.99-31.932  284.862  28.601   3.242  83.301 
22STC083  120160721144120 073940.86S 1043248.67E  610128.001-9-9.99-31.952  284.702  28.601   3.252  83.401 
22STC083  120160721144121 073940.93S 1043248.48E  610132.001-9-9.99-31.982  284.542  28.601   3.262  83.601 
22STC083  120160721144122 073941.00S 1043248.34E  610136.001-9-9.99-32.002  284.382  28.601   3.262  83.701 
22STC083  120160721144123 073941.04S 1043248.20E  610140.001-9-9.99-32.022  284.212  28.601   3.272  83.801 
22STC083  120160721144124 073941.11S 1043248.04E  610144.001-9-9.99-32.042  284.052  28.501   3.272  84.001 
22STC083  120160721144125 073941.18S 1043247.95E  610148.001-9-9.99-32.072  283.902  28.401   3.282  84.101 
22STC083  120160721144126 073941.22S 1043247.76E  610151.901-9-9.99-32.112  283.742  28.301   3.282  84.301 
22STC083  120160721144127 073941.29S 1043247.57E  610155.801-9-9.99-32.142  283.582  28.201   3.272  84.601 
22STC083  120160721144128 073941.36S 1043247.40E  610159.701-9-9.99-32.182  283.432  28.101   3.282  84.801 
22STC083  120160721144129 073941.40S 1043247.18E  610163.501-9-9.99-32.222  283.282  28.101   3.292  85.101 
22STC083  120160721144130 073941.47S 1043246.99E  610167.401-9-9.99-32.262  283.122  28.201   3.302  85.401 
22STC083  120160721144131 073941.51S 1043246.83E  610171.301-9-9.99-32.292  282.962  28.201   3.312  85.701 
22STC083  120160721144132 073941.54S 1043246.64E  610175.201-9-9.99-32.332  282.812  28.301   3.322  85.901 
22STC083  120160721144133 073941.58S 1043246.50E  610179.101-9-9.99-32.372  282.652  28.301   3.312  86.101 
22STC083  120160721144134 073941.65S 1043246.36E  610183.001-9-9.99-32.412  282.502  28.201   3.322  86.201 
22STC083  120160721144135 073941.69S 1043246.28E  610186.801-9-9.99-32.442  282.352  28.101   3.322  86.301 
22STC083  120160721144136 073941.80S 1043246.17E  610190.601-9-9.99-32.482  282.192  28.001   3.322  86.201 
22STC083  120160721144137 073941.87S 1043246.06E  610194.401-9-9.99-32.522  282.042  28.001   3.332  86.201 
22STC083  120160721144138 073941.94S 1043245.92E  610198.201-9-9.99-32.562  281.892  28.001   3.332  86.201 
22STC083  120160721144139 073941.98S 1043245.76E  610202.001-9-9.99-32.592  281.742  28.101   3.332  86.201 
22STC083  120160721144140 073942.01S 1043245.54E  610205.801-9-9.99-32.632  281.592  28.201   3.332  86.101 
22STC083  120160721144141 073942.05S 1043245.32E  610209.601-9-9.99-32.672  281.442  28.301   3.332  86.001 
22STC083  120160721144142 073942.05S 1043245.10E  610213.301-9-9.99-32.712  281.292  28.301   3.322  85.801 
22STC083  120160721144143 073942.08S 1043244.90E  610217.201-9-9.99-32.742  281.142  28.301   3.322  85.501 
22STC083  120160721144144 073942.16S 1043244.77E  610221.101-9-9.99-32.782  280.982  28.301   3.322  85.301 
22STC083  120160721144145 073942.19S 1043244.63E  610225.201-9-9.99-32.822  280.822  28.301   3.312  85.101 
22STC083  120160721144146 073942.26S 1043244.49E  610229.301-9-9.99-32.862  280.662  28.301   3.312  85.001 
22STC083  120160721144147 073942.34S 1043244.33E  610233.401-9-9.99-32.892  280.492  28.201   3.312  84.801 
22STC083  120160721144148 073942.41S 1043244.19E  610237.501-9-9.99-32.932  280.332  28.201   3.312  84.701 
22STC083  120160721144149 073942.44S 1043244.03E  610241.401-9-9.99-32.972  280.182  28.201   3.312  84.401 
22STC083  120160721144150 073942.52S 1043243.86E  610245.301-9-9.99-33.012  280.022  28.201   3.312  84.101 
22STC083  120160721144151 073942.55S 1043243.70E  610249.201-9-9.99-33.042  279.872  28.201   3.312  83.801 
22STC083  120160721144152 073942.62S 1043243.50E  610253.001-9-9.99-33.082  279.722  28.201   3.312  83.401 
22STC083  120160721144153 073942.66S 1043243.34E  610256.901-9-9.99-33.122  279.572  28.201   3.312  82.901 
22STC083  120160721144154 073942.73S 1043243.15E  610260.701-9-9.99-33.162  279.422  28.301   3.312  82.401 
22STC083  120160721144155 073942.80S 1043243.01E  610264.501-9-9.99-33.192  279.262  28.301   3.302  82.001 
22STC083  120160721144156 073942.88S 1043242.87E  610268.301-9-9.99-33.232  279.112  28.401   3.312  81.401 
22STC083  120160721144157 073942.98S 1043242.68E  610272.101-9-9.99-33.262  278.962  28.501   3.312  80.901 
22STC083  120160721144158 073943.06S 1043242.54E  610276.101-9-9.99-33.302  278.812  28.501   3.322  80.201 
22STC083  120160721144159 073943.09S 1043242.35E  610280.001-9-9.99-33.342  278.652  28.501   3.312  79.701 
22STC083  120160721144200 073943.16S 1043242.19E  610284.001-9-9.99-33.372  278.492  28.501   3.312  79.101 
22STC083  120160721144201 073943.24S 1043242.05E  610288.001-9-9.99-33.412  278.342  28.501   3.302  78.401 
22STC083  120160721144202 073943.27S 1043241.88E  610291.901-9-9.99-33.452  278.182  28.501   3.302  77.701 
22STC083  120160721144203 073943.34S 1043241.75E  610295.801-9-9.99-33.492  278.032  28.501   3.292  77.101 
22STC083  120160721144204 073943.42S 1043241.61E  610299.601-9-9.99-33.522  277.882  28.501   3.302  76.501 
22STC083  120160721144205 073943.49S 1043241.47E  610303.401-9-9.99-33.562  277.732  28.501   3.302  76.101 
22STC083  120160721144206 073943.56S 1043241.31E  610307.201-9-9.99-33.592  277.582  28.501   3.302  75.701 
22STC083  120160721144207 073943.63S 1043241.14E  610311.101-9-9.99-33.632  277.432  28.501   3.302  75.401 
22STC083  120160721144208 073943.74S 1043241.00E  610315.001-9-9.99-33.672  277.272  28.501   3.302  75.101 
22STC083  120160721144209 073943.81S 1043240.81E  610319.001-9-9.99-33.702  277.122  28.501   3.312  74.701 
22STC083  120160721144210 073943.88S 1043240.62E  610323.001-9-9.99-33.742  276.962  28.501   3.302  74.501 
22STC083  120160721144211 073943.96S 1043240.48E  610327.001-9-9.99-33.782  276.802  28.501   3.312  74.201 
22STC083  120160721144212 073944.06S 1043240.35E  610331.001-9-9.99-33.812  276.652  28.501   3.302  74.101 
22STC083  120160721144213 073944.14S 1043240.15E  610335.001-9-9.99-33.842  276.492  28.501   3.292  74.001 
22STC083  120160721144214 073944.24S 1043240.02E  610339.001-9-9.99-33.882  276.332  28.401   3.292  73.901 
22STC083  120160721144215 073944.32S 1043239.88E  610343.001-9-9.99-33.912  276.172  28.401   3.302  73.801 
22STC083  120160721144216 073944.42S 1043239.69E  610347.001-9-9.99-33.932  276.022  28.301   3.302  73.801 
22STC083  120160721144217 073944.53S 1043239.55E  610351.001-9-9.99-33.962  275.862  28.201   3.302  73.801 
22STC083  120160721144218 073944.64S 1043239.41E  610355.001-9-9.99-33.982  275.702  28.101   3.312  73.701 
22STC083  120160721144219 073944.71S 1043239.27E  610359.001-9-9.99-34.012  275.552  27.901   3.332  73.601 
22STC083  120160721144220 073944.75S 1043239.16E  610363.001-9-9.99-34.042  275.392  27.801   3.342  73.601 
22STC083  120160721144221 073944.82S 1043239.00E  610367.001-9-9.99-34.072  275.232  27.801   3.352  73.601 
22STC083  120160721144222 073944.93S 1043238.86E  610371.001-9-9.99-34.102  275.082  27.801   3.372  73.601 
22STC083  120160721144223 073945.00S 1043238.70E  610374.901-9-9.99-34.132  274.922  27.901   3.392  73.701 
22STC083  120160721144224 073945.07S 1043238.51E  610378.801-9-9.99-34.172  274.772  28.001   3.402  74.001 
22STC083  120160721144225 073945.14S 1043238.34E  610382.601-9-9.99-34.202  274.622  28.101   3.422  74.201 
22STC083  120160721144226 073945.25S 1043238.15E  610386.401-9-9.99-34.232  274.482  28.101   3.462  74.301 
22STC083  120160721144227 073945.32S 1043237.93E  610390.201-9-9.99-34.252  274.332  28.101   3.482  74.601 
22STC083  120160721144228 073945.40S 1043237.79E  610394.001-9-9.99-34.282  274.182  28.001   3.502  74.701 
22STC083  120160721144229 073945.47S 1043237.65E  610398.001-9-9.99-34.302  274.022  27.901   3.522  74.901 
22STC083  120160721144230 073945.54S 1043237.46E  610402.101-9-9.99-34.322  273.862  27.801   3.522  75.201 
22STC083  120160721144231 073945.61S 1043237.32E  610406.301-9-9.99-34.352  273.702  27.701   3.532  75.401 
22STC083  120160721144232 073945.68S 1043237.19E  610410.501-9-9.99-34.392  273.542  27.701   3.552  75.601 
22STC083  120160721144233 073945.76S 1043237.02E  610414.701-9-9.99-34.422  273.372  27.601   3.562  75.801 
22STC083  120160721144234 073945.83S 1043236.86E  610418.801-9-9.99-34.462  273.222  27.501   3.572  75.901 
22STC083  120160721144235 073945.90S 1043236.67E  610422.801-9-9.99-34.502  273.062  27.401   3.572  76.001 
22STC083  120160721144236 073945.97S 1043236.53E  610426.901-9-9.99-34.532  272.902  27.301   3.582  76.001 
22STC083  120160721144237 073946.04S 1043236.34E  610430.901-9-9.99-34.572  272.752  27.301   3.582  76.001 
22STC083  120160721144238 073946.15S 1043236.14E  610434.901-9-9.99-34.602  272.592  27.201   3.592  75.901 
22STC083  120160721144239 073946.22S 1043235.98E  610438.901-9-9.99-34.642  272.442  27.101   3.582  75.801 
22STC083  120160721144240 073946.30S 1043235.81E  610442.901-9-9.99-34.672  272.282  27.101   3.592  75.701 
22STC083  120160721144241 073946.37S 1043235.62E  610446.901-9-9.99-34.702  272.122  27.001   3.572  75.601 
22STC083  120160721144242 073946.44S 1043235.40E  610451.001-9-9.99-34.732  271.972  27.001   3.572  75.401 
22STC083  120160721144243 073946.51S 1043235.21E  610455.001-9-9.99-34.762  271.812  27.001   3.582  75.101 
22STC083  120160721144244 073946.58S 1043235.02E  610459.001-9-9.99-34.792  271.662  27.101   3.592  74.801 
22STC083  120160721144245 073946.66S 1043234.80E  610463.001-9-9.99-34.832  271.502  27.201   3.582  74.501 
22STC083  120160721144246 073946.73S 1043234.63E  610466.901-9-9.99-34.862  271.352  27.301   3.582  74.201 
22STC083  120160721144247 073946.84S 1043234.44E  610470.801-9-9.99-34.892  271.202  27.401   3.582  73.801 
22STC083  120160721144248 073946.91S 1043234.25E  610474.801-9-9.99-34.922  271.052  27.401   3.582  73.401 
22STC083  120160721144249 073946.98S 1043234.11E  610478.801-9-9.99-34.952  270.892  27.401   3.582  73.001 
22STC083  120160721144250 073947.09S 1043233.97E  610482.801-9-9.99-34.992  270.742  27.401   3.582  72.601 
22STC083  120160721144251 073947.20S 1043233.84E  610486.801-9-9.99-35.022  270.582  27.401   3.582  72.301 
22STC083  120160721144252 073947.30S 1043233.67E  610490.901-9-9.99-35.052  270.422  27.401   3.572  71.901 
22STC083  120160721144253 073947.38S 1043233.53E  610494.901-9-9.99-35.082  270.272  27.401   3.572  71.401 
22STC083  120160721144254 073947.48S 1043233.37E  610499.001-9-9.99-35.122  270.112  27.401   3.562  70.901 
22STC083  120160721144255 073947.59S 1043233.18E  610503.001-9-9.99-35.152  269.962  27.501   3.572  70.201 
22STC083  120160721144256 073947.70S 1043232.96E  610507.001-9-9.99-35.192  269.802  27.601   3.552  69.501 
